Timestamp,Frame,Count
2025-03-27 19:29:27,0,28
2025-03-27 19:29:30,5,28
2025-03-27 19:29:31,10,29
2025-03-27 19:29:31,15,29
2025-03-27 19:29:32,20,30
2025-03-27 19:29:32,25,28
2025-03-27 19:29:32,30,25
2025-03-27 19:29:32,35,30
2025-03-27 19:29:36,40,31
2025-03-27 19:29:36,45,30
2025-03-27 19:29:36,50,27
2025-03-27 19:29:37,55,27
2025-03-27 19:29:37,60,27
2025-03-27 19:29:37,65,28
2025-03-27 19:29:37,70,27
2025-03-27 19:29:38,75,29
2025-03-27 19:29:38,80,29
2025-03-27 19:29:38,85,26
2025-03-27 19:29:38,90,28
2025-03-27 19:29:39,95,28
2025-03-27 19:29:39,100,26
2025-03-27 19:29:39,105,29
2025-03-27 19:29:39,110,25
2025-03-27 19:29:40,115,27
2025-03-27 19:29:43,120,30
2025-03-27 19:29:43,125,28
2025-03-27 19:29:43,130,25
2025-03-27 19:29:43,135,22
2025-03-27 19:29:44,140,24
2025-03-27 19:29:44,145,25
2025-03-27 19:29:44,150,26
2025-03-27 19:29:47,155,26
2025-03-27 19:29:48,160,26
2025-03-27 19:29:48,165,27
2025-03-27 19:29:48,170,27
2025-03-27 19:29:48,175,27
2025-03-27 19:29:48,180,27
2025-03-27 19:29:49,185,28
2025-03-27 19:29:49,190,29
2025-03-27 19:29:49,195,28
2025-03-27 19:29:49,200,29
2025-03-27 19:29:50,205,28
2025-03-27 19:29:50,210,30
2025-03-27 19:29:50,215,27
2025-03-27 19:29:50,220,25
2025-03-27 19:29:50,225,27
2025-03-27 19:29:54,230,27
2025-03-27 19:29:54,235,28
2025-03-27 19:29:55,240,27
2025-03-27 19:29:55,245,28
2025-03-27 19:29:55,250,26
2025-03-27 19:29:55,255,29
2025-03-27 19:29:56,260,29
2025-03-27 19:29:56,265,29
2025-03-27 19:29:56,270,28
2025-03-27 19:29:56,275,26
2025-03-27 19:29:57,280,27
2025-03-27 19:29:57,285,30
2025-03-27 19:29:57,290,31
2025-03-27 19:29:57,295,34
2025-03-27 19:29:58,300,29
2025-03-27 19:29:58,305,29
2025-03-27 19:29:58,310,28
2025-03-27 19:29:59,315,30
2025-03-27 19:29:59,320,27
2025-03-27 19:29:59,325,28
2025-03-27 19:29:59,330,29
2025-03-27 19:29:59,335,30
2025-03-27 19:30:00,340,30
2025-03-27 19:30:00,345,30
2025-03-27 19:30:00,350,28
2025-03-27 19:30:00,355,28
2025-03-27 19:30:01,360,30
2025-03-27 19:30:01,365,27
2025-03-27 19:30:01,370,26
2025-03-27 19:30:01,375,28
2025-03-27 19:30:02,380,31
2025-03-27 19:30:02,385,30
2025-03-27 19:30:02,390,28
2025-03-27 19:30:02,395,28
2025-03-27 19:30:03,400,29
2025-03-27 19:30:03,405,27
2025-03-27 19:30:03,410,28
2025-03-27 19:30:03,415,29
2025-03-27 19:30:04,420,29
2025-03-27 19:30:04,425,26
2025-03-27 19:30:04,430,28
2025-03-27 19:30:04,435,28
2025-03-27 19:30:04,440,26
2025-03-27 19:30:05,445,30
2025-03-27 19:30:05,450,23
2025-03-27 19:30:05,455,27
2025-03-27 19:30:08,460,30
2025-03-27 19:30:09,465,27
2025-03-27 19:30:09,470,25
2025-03-27 19:30:09,475,21
2025-03-27 19:30:09,480,24
2025-03-27 19:30:09,485,27
2025-03-27 19:30:13,490,26
2025-03-27 19:30:13,495,26
2025-03-27 19:30:13,500,26
2025-03-27 19:30:14,505,27
2025-03-27 19:30:14,510,28
2025-03-27 19:30:14,515,27
2025-03-27 19:30:14,520,27
2025-03-27 19:30:14,525,28
2025-03-27 19:30:15,530,29
2025-03-27 19:30:15,535,27
2025-03-27 19:30:15,540,29
2025-03-27 19:30:16,545,29
2025-03-27 19:30:16,550,30
2025-03-27 19:30:16,555,28
2025-03-27 19:30:17,560,25
2025-03-27 19:30:17,565,28
2025-03-27 19:30:20,570,26
2025-03-27 19:30:20,575,27
2025-03-27 19:30:21,580,28
2025-03-27 19:30:21,585,27
2025-03-27 19:30:21,590,25
2025-03-27 19:30:21,595,28
2025-03-27 19:30:25,600,31
2025-03-27 19:30:25,605,30
2025-03-27 19:30:25,610,27
2025-03-27 19:30:26,615,28
2025-03-27 19:30:26,620,29
2025-03-27 19:30:26,625,30
2025-03-27 19:30:27,630,30
2025-03-27 19:30:27,635,33
2025-03-27 19:30:28,640,32
2025-03-27 19:30:28,645,30
2025-03-27 19:30:28,650,28
2025-03-27 19:30:29,655,27
2025-03-27 19:30:29,660,28
2025-03-27 19:30:29,665,29
2025-03-27 19:30:29,670,32
2025-03-27 19:30:30,675,32
2025-03-27 19:30:30,680,30
2025-03-27 19:30:30,685,27
2025-03-27 19:30:31,690,27
2025-03-27 19:30:31,695,30
2025-03-27 19:30:31,700,29
2025-03-27 19:30:31,705,29
2025-03-27 19:30:32,710,27
2025-03-27 19:30:32,715,29
2025-03-27 19:30:33,720,30
2025-03-27 19:30:34,725,31
2025-03-27 19:30:34,730,28
2025-03-27 19:30:34,735,27
2025-03-27 19:30:35,740,27
2025-03-27 19:30:35,745,30
2025-03-27 19:30:35,750,28
2025-03-27 19:30:35,755,31
2025-03-27 19:30:36,760,31
2025-03-27 19:30:36,765,27
2025-03-27 19:30:36,770,26
2025-03-27 19:30:37,775,28
2025-03-27 19:30:37,780,26
2025-03-27 19:30:37,785,27
2025-03-27 19:30:37,790,26
2025-03-27 19:30:38,795,30
2025-03-27 19:30:38,800,30
2025-03-27 19:30:38,805,27
2025-03-27 19:30:38,810,27
2025-03-27 19:30:39,815,24
2025-03-27 19:30:39,820,23
2025-03-27 19:30:39,825,28
2025-03-27 19:30:43,830,26
2025-03-27 19:30:43,835,26
2025-03-27 19:30:43,840,24
2025-03-27 19:30:45,845,28
2025-03-27 19:30:48,850,27
2025-03-27 19:30:48,855,26
2025-03-27 19:30:48,860,28
2025-03-27 19:30:49,865,29
2025-03-27 19:30:49,870,29
2025-03-27 19:30:49,875,27
2025-03-27 19:30:50,880,29
2025-03-27 19:30:50,885,27
2025-03-27 19:30:50,890,28
2025-03-27 19:30:50,895,29
2025-03-27 19:30:51,900,26
2025-03-27 19:30:51,905,28
2025-03-27 19:30:51,910,27
2025-03-27 19:30:52,915,28
2025-03-27 19:30:52,920,29
2025-03-27 19:30:52,925,28
2025-03-27 19:30:52,930,24
2025-03-27 19:30:53,935,27
2025-03-27 19:30:56,940,32
2025-03-27 19:30:56,945,30
2025-03-27 19:30:56,950,29
2025-03-27 19:30:57,955,26
2025-03-27 19:30:57,960,28
2025-03-27 19:30:57,965,31
2025-03-27 19:30:57,970,30
2025-03-27 19:30:58,975,31
2025-03-27 19:30:58,980,33
2025-03-27 19:30:58,985,28
2025-03-27 19:30:58,990,28
2025-03-27 19:30:59,995,25
2025-03-27 19:30:59,1000,27
2025-03-27 19:31:02,1005,30
2025-03-27 19:31:02,1010,31
2025-03-27 19:31:02,1015,32
2025-03-27 19:31:02,1020,29
2025-03-27 19:31:03,1025,29
2025-03-27 19:31:03,1030,27
2025-03-27 19:31:03,1035,31
2025-03-27 19:31:03,1040,30
2025-03-27 19:31:04,1045,26
2025-03-27 19:31:04,1050,27
2025-03-27 19:31:04,1055,26
2025-03-27 19:31:04,1060,29
2025-03-27 19:31:04,1065,30
2025-03-27 19:31:05,1070,30
2025-03-27 19:31:05,1075,29
2025-03-27 19:31:05,1080,27
2025-03-27 19:31:06,1085,29
2025-03-27 19:31:06,1090,27
2025-03-27 19:31:06,1095,29
2025-03-27 19:31:06,1100,32
2025-03-27 19:31:07,1105,27
2025-03-27 19:31:07,1110,28
2025-03-27 19:31:07,1115,29
2025-03-27 19:31:08,1120,29
2025-03-27 19:31:08,1125,28
2025-03-27 19:31:08,1130,29
2025-03-27 19:31:08,1135,28
2025-03-27 19:31:08,1140,30
2025-03-27 19:31:09,1145,28
2025-03-27 19:31:09,1150,27
2025-03-27 19:31:09,1155,24
2025-03-27 19:31:10,1160,24
2025-03-27 19:31:10,1165,28
2025-03-27 19:31:12,1170,26
2025-03-27 19:31:13,1175,26
2025-03-27 19:31:13,1180,25
2025-03-27 19:31:13,1185,28
2025-03-27 19:31:16,1190,27
2025-03-27 19:31:16,1195,27
2025-03-27 19:31:16,1200,28
2025-03-27 19:31:17,1205,29
2025-03-27 19:31:17,1210,28
2025-03-27 19:31:17,1215,27
2025-03-27 19:31:18,1220,28
2025-03-27 19:31:18,1225,27
2025-03-27 19:31:19,1230,28
2025-03-27 19:31:20,1235,29
2025-03-27 19:31:21,1240,28
2025-03-27 19:31:21,1245,27
2025-03-27 19:31:22,1250,26
2025-03-27 19:31:22,1255,28
2025-03-27 19:31:23,1260,30
2025-03-27 19:31:24,1265,24
2025-03-27 19:31:24,1270,24
2025-03-27 19:31:25,1275,27
2025-03-27 19:31:27,1280,30
2025-03-27 19:31:28,1285,29
2025-03-27 19:31:28,1290,31
2025-03-27 19:31:28,1295,28
2025-03-27 19:31:29,1300,27
2025-03-27 19:31:29,1305,28
2025-03-27 19:31:29,1310,31
2025-03-27 19:31:29,1315,30
2025-03-27 19:31:30,1320,32
2025-03-27 19:31:30,1325,28
2025-03-27 19:31:30,1330,29
2025-03-27 19:31:31,1335,25
2025-03-27 19:31:31,1340,29
2025-03-27 19:31:33,1345,29
2025-03-27 19:31:34,1350,28
2025-03-27 19:31:34,1355,31
2025-03-27 19:31:34,1360,29
2025-03-27 19:31:34,1365,28
2025-03-27 19:31:35,1370,27
2025-03-27 19:31:35,1375,30
2025-03-27 19:31:35,1380,29
2025-03-27 19:31:35,1385,29
2025-03-27 19:31:36,1390,28
2025-03-27 19:31:36,1395,26
2025-03-27 19:31:36,1400,29
2025-03-27 19:31:37,1405,31
2025-03-27 19:31:37,1410,32
2025-03-27 19:31:37,1415,27
2025-03-27 19:31:37,1420,27
2025-03-27 19:31:38,1425,27
2025-03-27 19:31:38,1430,28
2025-03-27 19:31:38,1435,27
2025-03-27 19:31:39,1440,29
2025-03-27 19:31:39,1445,30
2025-03-27 19:31:39,1450,28
2025-03-27 19:31:39,1455,29
2025-03-27 19:31:40,1460,27
2025-03-27 19:31:40,1465,29
2025-03-27 19:31:40,1470,27
2025-03-27 19:31:41,1475,26
2025-03-27 19:31:41,1480,29
2025-03-27 19:31:41,1485,30
2025-03-27 19:31:41,1490,29
2025-03-27 19:31:42,1495,25
2025-03-27 19:31:42,1500,22
2025-03-27 19:31:42,1505,24
2025-03-27 19:31:43,1510,25
2025-03-27 19:31:43,1515,26
2025-03-27 19:31:46,1520,26
2025-03-27 19:31:46,1525,27
2025-03-27 19:31:46,1530,27
2025-03-27 19:31:47,1535,27
2025-03-27 19:31:47,1540,27
2025-03-27 19:31:47,1545,28
2025-03-27 19:31:47,1550,28
2025-03-27 19:31:48,1555,29
2025-03-27 19:31:48,1560,28
2025-03-27 19:31:48,1565,29
2025-03-27 19:31:49,1570,27
2025-03-27 19:31:49,1575,29
2025-03-27 19:31:49,1580,28
2025-03-27 19:31:50,1585,26
2025-03-27 19:31:50,1590,26
2025-03-27 19:31:50,1595,27
2025-03-27 19:31:51,1600,28
2025-03-27 19:31:51,1605,25
2025-03-27 19:31:52,1610,23
2025-03-27 19:31:52,1615,27
2025-03-27 19:31:55,1620,31
2025-03-27 19:31:55,1625,29
2025-03-27 19:31:55,1630,28
2025-03-27 19:31:56,1635,25
2025-03-27 19:31:56,1640,26
2025-03-27 19:31:59,1645,28
2025-03-27 19:32:00,1650,31
2025-03-27 19:32:00,1655,30
2025-03-27 19:32:00,1660,32
2025-03-27 19:32:01,1665,28
2025-03-27 19:32:01,1670,29
2025-03-27 19:32:01,1675,26
